,Year,Location,CigaretteSmokingPrevalence,TobaccoSmokingPrevalence,TobaccoUsePrevalance,MostSoldBrandCigaretteCurrency,MostSoldBrandCigarettePrice,rates,MostSoldUSD
0,2018,Albania,43.3,50.5,50.5,All,240.0,0.00961,2.3064
1,2018,Algeria,11.1,14.5,18.8,DZD,300.0,0.00733,2.199
2,2018,Andorra,27.7,33.8,33.8,EUR,3.6,1.168889,4.2080004
3,2018,Austria,27.0,29.1,29.1,EUR,5.5,1.168889,6.4288895
4,2018,Belgium,23.4,25.0,25.0,EUR,6.6,1.168889,7.7146674
5,2018,Cyprus,29.9,36.7,36.7,EUR,4.5,1.168889,5.2600005
6,2018,Estonia,27.5,30.5,30.5,EUR,4.25,1.168889,4.96777825
7,2018,Finland,17.3,19.7,19.7,EUR,7.22,1.168889,8.43937858
8,2018,France,31.5,34.6,34.6,EUR,8.0,1.168889,9.351112
9,2018,Germany,26.0,28.0,28.0,EUR,6.4,1.168889,7.480889600000001
10,2018,Greece,35.6,39.1,39.1,EUR,4.6,1.168889,5.3768894
11,2018,Ireland,21.1,23.6,23.6,EUR,12.2,1.168889,14.2604458
12,2018,Italy,22.8,23.4,23.4,EUR,5.5,1.168889,6.4288895
13,2018,Latvia,32.4,36.7,36.7,EUR,3.5,1.168889,4.0911115
14,2018,Lithuania,24.7,27.1,27.1,EUR,3.75,1.168889,4.38333375
15,2018,Luxembourg,19.8,21.7,21.7,EUR,5.3,1.168889,6.1951117
16,2018,Malta,22.4,25.1,25.1,EUR,5.5,1.168889,6.4288895
17,2018,Netherlands,20.1,23.4,23.4,EUR,7.0,1.168889,8.182223
18,2018,Portugal,24.8,27.9,27.9,EUR,5.0,1.168889,5.844445
19,2018,Slovakia,27.0,32.3,32.3,EUR,3.3,1.168889,3.8573337
20,2018,Slovenia,20.9,22.7,22.7,EUR,3.7,1.168889,4.324889300000001
21,2018,Spain,25.9,27.9,27.9,EUR,5.0,1.168889,5.844445
22,2018,Argentina,19.2,21.1,21.8,ARS,60.0,0.010153,0.60918
23,2018,Armenia,25.0,26.7,26.7,AMD,680.0,0.002035,1.3838
24,2018,Australia,12.9,14.1,16.2,AUD,20.75,0.724257,15.02833275
25,2018,Kiribati,41.7,52.0,52.0,AUD,6.0,0.724257,4.345542
26,2018,Nauru,37.6,46.0,52.1,AUD,13.0,0.724257,9.415341
27,2018,Tuvalu,30.6,37.4,48.7,AUD,6.0,0.724257,4.345542
28,2018,Azerbaijan,15.6,19.6,19.6,AZN,1.2,0.588322,0.7059864
29,2018,Bangladesh,17.7,20.9,39.1,BDT,80.0,0.011682,0.93456
30,2018,Barbados,10.1,2.0,2.3,BBD,14.65,0.500221,7.32823765
31,2018,Belarus,39.9,26.6,26.6,BYN,1.1,0.401164,0.4412804000000001
32,2018,Benin,4.1,11.3,12.4,XOF,500.0,0.001782,0.891
33,2018,Burkina Faso,10.0,12.3,24.9,XOF,750.0,0.001782,1.3365
34,2018,Côte d’Ivoire,10.1,12.4,13.0,XOF,700.0,0.001782,1.2474
35,2018,Mali,18.1,12.0,12.0,XOF,800.0,0.001782,1.4256
36,2018,Niger,12.6,14.3,16.3,XOF,500.0,0.001782,0.891
37,2018,Senegal,12.5,14.5,17.4,XOF,700.0,0.001782,1.2474
38,2018,Togo,10.2,13.5,13.5,XOF,600.0,0.001782,1.0692
39,2018,Bosnia and Herzegovina,30.9,38.3,38.3,BAM,5.5,0.597667,3.2871685
40,2018,Brazil,15.3,17.2,16.5,BRL,5.0,0.184339,0.921695
41,2018,Cambodia,16.1,2.0,37.4,KHR,2000.0,0.000244,0.488
42,2018,Chad,12.3,17.9,2.3,XAF,1000.0,0.001782,1.782
43,2018,Congo,12.2,12.7,2.0,XAF,650.0,0.001782,1.1582999999999999
44,2018,Canada,12.5,13.0,17.5,CAD,11.81,0.78862,9.3136022
45,2018,Chile,34.5,44.7,44.7,CLP,2700.0,0.001248,3.3696
46,2018,China,22.6,24.7,24.7,CNY,14.07,0.154878,2.17913346
47,2018,Colombia,3.3,3.7,3.7,COP,4003.0,0.00026,1.0407799999999998
48,2018,Comoros,18.8,22.8,29.9,KMF,750.0,0.002373,1.7797500000000002
49,2018,Cook Islands,21.3,26.6,26.6,NZD,24.0,0.696079,16.705896
50,2018,New Zealand,14.0,14.8,14.8,NZD,23.9,0.696079,16.636288099999998
51,2018,Costa Rica,4.5,5.0,5.0,CRC,1900.0,0.001599,3.0381
52,2018,Croatia,33.1,36.6,36.6,HRK,25.0,0.155857,3.896425
53,2018,Cuba,19.4,27.1,27.1,CUP,12.5,0.038857,0.48571250000000005
54,2018,Czechia,26.9,31.5,31.5,CZK,94.0,0.045853,4.310182
55,2018,Democratic People's Republic of Korea,15.5,18.8,18.8,KPW,229.0,0.001112,0.254648
56,2018,Denmark,16.8,18.6,18.6,DKK,44.5,0.157227,6.996601500000001
57,2018,Dominican Republic,4.8,7.5,7.5,DOP,200.0,0.017748,3.5496
58,2018,Egypt,18.2,21.3,21.4,EGP,16.0,0.06371,1.01936
59,2018,El Salvador,15.3,18.4,2.5,USD,2.89,1.0,2.89
60,2018,Palau,22.7,28.5,23.7,USD,6.85,1.0,6.85
61,2018,Zimbabwe,11.1,13.9,13.9,USD,1.75,1.0,1.75
62,2018,Fiji,34.6,26.7,26.7,FJD,14.2,0.476915,6.772193
63,2018,Gambia,11.4,15.2,14.4,GMD,60.0,0.019428,1.16568
64,2018,Georgia,4.8,5.2,5.2,GEL,3.7,0.321734,1.1904158
65,2018,Ghana,2.6,3.5,3.7,GHS,4.99,0.165981,0.82824519
66,2018,Guyana,2.2,2.2,2.2,GYD,380.0,0.004788,1.81944
67,2018,Iceland,11.0,13.8,13.8,ISK,1359.0,0.0078,10.6002
68,2018,India,12.1,11.8,27.0,INR,190.0,0.013485,2.56215
69,2018,Indonesia,31.1,31.1,5.3,IDR,26250.0,7e-05,1.8375
70,2018,Iran (Islamic Republic of),16.6,10.6,24.6,IRR,45000.0,2.4e-05,1.08
71,2018,Iraq,14.2,2.4,3.6,IQD,500.0,0.000685,0.34249999999999997
72,2018,Israel,21.7,25.5,25.5,ILS,36.0,0.311685,11.220659999999999
73,2018,Jamaica,3.4,17.7,17.7,JMD,1223.0,0.006768,8.277263999999999
74,2018,Japan,21.1,21.9,21.9,JPY,440.0,0.00897,3.9468
75,2018,Kazakhstan,39.2,42.2,42.2,KZT,360.0,0.002355,0.8478
76,2018,Kuwait,15.0,2.1,3.4,KWD,0.85,3.319902,2.8219167
77,2018,Kyrgyzstan,23.3,3.4,3.4,KGS,66.0,0.011799,0.778734
78,2018,Lao People's Democratic Republic,39.9,48.4,37.8,LAK,7000.0,0.000101,0.707
79,2018,Lebanon,25.9,34.0,42.6,LBP,3500.0,0.000659,2.3064999999999998
80,2018,Madagascar,14.7,20.6,28.9,MGA,4000.0,0.000252,1.008
81,2018,Mauritius,3.2,3.7,48.3,MUR,145.0,0.023443,3.399235
82,2018,Mexico,19.7,21.2,21.2,MXN,50.0,0.049186,2.4593
83,2018,Mongolia,36.8,45.3,49.1,MNT,2000.0,0.000352,0.704
84,2018,Morocco,11.7,13.8,14.7,MAD,20.5,0.110998,2.275459
85,2018,Mozambique,11.3,26.7,23.4,MZN,50.0,0.015681,0.78405
86,2018,Namibia,23.1,34.2,28.4,NAD,50.0,0.066971,3.3485500000000004
87,2018,Norway,14.6,18.4,13.0,NOK,117.8,0.115529,13.6093162
88,2018,Oman,11.5,15.2,18.5,OMR,1.2,2.593841,3.1126091999999996
89,2018,Pakistan,2.2,3.0,33.6,PKR,48.0,0.005879,0.282192
90,2018,Panama,5.0,5.7,2.7,PAB,4.5,0.999784,4.499028
91,2018,Paraguay,17.3,20.8,20.8,PYG,2000.0,0.000146,0.292
92,2018,Peru,3.1,3.6,3.6,PEN,16.0,0.24239,3.87824
93,2018,Philippines,37.7,41.6,41.6,PHP,57.75,0.019612,1.132593
94,2018,Poland,24.3,26.0,26.0,PLN,15.5,0.252176,3.908728
95,2018,Qatar,10.2,11.8,14.0,QAR,10.0,0.276283,2.76283
96,2018,Republic of Korea,36.2,38.2,38.2,KRW,4500.0,0.000842,3.7889999999999997
97,2018,Republic of Moldova,40.1,44.6,44.6,MDL,28.0,0.056758,1.5892240000000002
98,2018,Romania,22.8,25.5,25.5,RON,17.5,0.236175,4.1330625
99,2018,Russian Federation,27.7,28.3,28.3,RUB,125.0,0.013731,1.716375
100,2018,Rwanda,12.9,18.5,19.7,RWF,650.0,0.000992,0.6448
101,2018,Samoa,23.1,28.9,28.9,WST,13.4,0.390717,5.2356077999999995
102,2018,Sao Tome and Principe,4.1,4.5,5.4,STN,25.0,0.046975,1.1743750000000002
103,2018,Saudi Arabia,18.6,12.7,2.0,SAR,27.5,0.266681,7.3337275
104,2018,Serbia,36.2,40.6,40.6,RSD,250.0,0.009941,2.48525
105,2018,Seychelles,31.0,35.3,35.3,SCR,117.0,0.075113,8.788221
106,2018,Sierra Leone,29.1,31.0,31.0,SLL,5000.0,9.5e-05,0.47500000000000003
107,2018,Singapore,25.0,27.8,27.8,SGD,14.1,0.73699,10.391559
108,2016,Albania,43.7,51.1,51.1,All,230.0,0.00961,2.2103
109,2016,Algeria,11.2,14.7,19.1,DZD,210.0,0.00733,1.5393
110,2016,Andorra,27.9,33.9,33.9,EUR,3.5,1.168889,4.0911115
111,2016,Austria,28.5,30.7,30.7,EUR,5.0,1.168889,5.844445
112,2016,Belgium,23.8,25.5,25.5,EUR,6.32,1.168889,7.387378480000001
113,2016,Cyprus,30.4,37.1,37.1,EUR,4.2,1.168889,4.909333800000001
114,2016,Estonia,28.3,31.5,31.5,EUR,3.8,1.168889,4.4417782
115,2016,Finland,18.1,20.4,20.4,EUR,6.12,1.168889,7.15360068
116,2016,France,31.5,34.6,34.6,EUR,7.0,1.168889,8.182223
117,2016,Germany,26.5,28.6,28.6,EUR,6.0,1.168889,7.013334
118,2016,Greece,36.5,40.2,40.2,EUR,4.0,1.168889,4.675556
119,2016,Ireland,22.1,24.6,24.6,EUR,10.8,1.168889,12.624001200000002
120,2016,Italy,23.1,23.6,23.6,EUR,5.2,1.168889,6.078222800000001
121,2016,Latvia,32.8,37.1,37.1,EUR,3.0,1.168889,3.506667
122,2016,Lithuania,25.4,28.0,28.0,EUR,3.1,1.168889,3.6235559000000004
123,2016,Luxembourg,20.4,22.5,22.5,EUR,5.2,1.168889,6.078222800000001
124,2016,Malta,23.1,25.9,25.9,EUR,5.3,1.168889,6.1951117
125,2016,Netherlands,20.8,24.3,24.3,EUR,6.63,1.168889,7.749734070000001
126,2016,Portugal,24.5,27.5,27.5,EUR,4.8,1.168889,5.6106672
127,2016,Slovakia,27.0,32.1,32.1,EUR,3.1,1.168889,3.6235559000000004
128,2016,Slovenia,21.2,23.0,23.0,EUR,3.5,1.168889,4.0911115
129,2016,Spain,26.7,28.8,28.8,EUR,4.85,1.168889,5.66911165
130,2016,Argentina,20.5,22.7,23.6,ARS,40.0,0.010153,0.40612000000000004
131,2016,Armenia,25.8,27.5,27.5,AMD,600.0,0.002035,1.2209999999999999
132,2016,Australia,12.2,14.9,17.1,AUD,21.0,0.724257,15.209397000000001
133,2016,Kiribati,43.0,53.5,53.5,AUD,6.0,0.724257,4.345542
134,2016,Nauru,38.7,47.4,53.9,AUD,11.0,0.724257,7.966827
135,2016,Tuvalu,31.4,38.4,50.0,AUD,3.5,0.724257,2.5348995000000003
136,2016,Azerbaijan,16.3,20.3,20.3,AZN,2.8,0.588322,1.6473016
137,2016,Bangladesh,18.5,21.7,40.1,BDT,50.0,0.011682,0.5841
138,2016,Barbados,10.2,2.1,2.4,BBD,15.0,0.500221,7.503315000000001
139,2016,Benin,4.3,11.8,2.2,XOF,500.0,0.001782,0.891
140,2016,Burkina Faso,10.1,2.1,25.6,XOF,650.0,0.001782,1.1582999999999999
141,2016,Côte d’Ivoire,10.5,12.8,13.4,XOF,700.0,0.001782,1.2474
142,2016,Mali,18.0,12.1,12.1,XOF,800.0,0.001782,1.4256
143,2016,Niger,12.2,14.0,15.9,XOF,500.0,0.001782,0.891
144,2016,Senegal,13.0,15.1,18.2,XOF,500.0,0.001782,0.891
145,2016,Togo,10.5,13.9,14.0,XOF,500.0,0.001782,0.891
146,2016,Bosnia and Herzegovina,31.5,39.1,39.1,BAM,4.5,0.597667,2.6895014999999995
147,2016,Botswana,25.8,33.1,24.3,BWP,33.33,0.088446,2.94790518
148,2016,Brazil,16.2,14.2,17.8,BRL,6.24,0.184339,1.15027536
149,2016,Burundi,14.9,2.3,19.6,BIF,1600.0,0.000503,0.8048
150,2016,Cambodia,2.1,2.3,40.1,KHR,2000.0,0.000244,0.488
151,2016,Cameroon,14.9,14.9,17.5,XAF,500.0,0.001782,0.891
152,2016,Chad,12.4,17.9,2.6,XAF,750.0,0.001782,1.3365
153,2016,Congo,11.3,12.0,2.1,XAF,650.0,0.001782,1.1582999999999999
154,2016,Canada,13.6,14.1,19.1,CAD,10.29,0.78862,8.1148998
155,2016,Chile,35.0,45.5,45.5,CLP,2178.0,0.001248,2.718144
156,2016,China,23.2,25.1,25.1,CNY,12.84,0.154878,1.9886335199999998
157,2016,Colombia,3.7,4.1,4.1,COP,2726.0,0.00026,0.70876
158,2016,Comoros,19.2,23.3,20.9,KMF,750.0,0.002373,1.7797500000000002
159,2016,Cook Islands,22.4,28.0,28.0,NZD,21.7,0.696079,15.104914299999999
160,2016,New Zealand,15.2,16.0,16.0,NZD,21.6,0.696079,15.035306400000001
161,2016,Costa Rica,4.9,15.6,15.6,CRC,1700.0,0.001599,2.7182999999999997
162,2016,Croatia,32.7,36.3,36.3,HRK,24.0,0.155857,3.7405679999999997
163,2016,Cuba,20.6,28.6,28.6,CUP,7.0,0.038857,0.271999
164,2016,Czechia,27.1,31.9,31.9,CZK,84.0,0.045853,3.8516519999999996
165,2016,Democratic People's Republic of Korea,15.7,19.0,19.0,KPW,216.5,0.001112,0.240748
166,2016,Denmark,18.2,20.0,20.0,DKK,44.0,0.157227,6.917988
167,2016,Dominican Republic,5.3,12.0,12.0,DOP,150.0,0.017748,2.6622
168,2016,Egypt,17.8,21.3,21.3,EGP,10.0,0.06371,0.6371
169,2016,El Salvador,15.9,19.1,2.7,USD,2.0,1.0,2.0
170,2016,Palau,23.3,29.2,24.7,USD,6.75,1.0,6.75
171,2016,Timor-Leste,5.0,39.9,39.9,USD,1.5,1.0,1.5
172,2016,United States of America,17.9,20.8,25.7,USD,6.43,1.0,6.43
173,2016,Zimbabwe,11.4,14.3,14.3,USD,1.75,1.0,1.75
174,2016,Eritrea,4.9,11.7,15.0,ERN,100.0,0.066693,6.6693
175,2016,Eswatini,15.1,16.3,19.1,SZL,36.0,0.066486,2.3934960000000003
176,2016,Ethiopia,3.0,3.5,4.8,ETB,15.0,0.0216,0.324
177,2016,Fiji,35.1,27.1,27.1,FJD,12.0,0.476915,5.72298
178,2016,Gambia,11.8,15.7,15.0,GMD,40.0,0.019428,0.77712
179,2016,Georgia,4.9,5.3,5.3,GEL,2.5,0.321734,0.804335
180,2016,Ghana,2.8,3.7,3.9,GHS,4.99,0.165981,0.82824519
181,2016,Guyana,2.4,2.4,2.4,GYD,350.0,0.004788,1.6758
182,2016,Iceland,11.9,15.0,15.0,ISK,1271.0,0.0078,9.9138
183,2016,India,12.2,12.1,28.8,INR,158.0,0.013485,2.13063
184,2016,Indonesia,30.9,30.9,6.0,IDR,21667.0,7e-05,1.5166899999999999
185,2016,Iran (Islamic Republic of),17.5,11.2,25.5,IRR,18000.0,2.4e-05,0.432
186,2016,Iraq,14.4,2.8,3.9,IQD,500.0,0.000685,0.34249999999999997
187,2016,Israel,22.3,26.0,26.0,ILS,35.6,0.311685,11.095986
188,2016,Jamaica,3.7,18.7,18.7,JMD,990.3,0.006768,6.702350399999999
189,2016,Japan,22.1,22.8,22.8,JPY,440.0,0.00897,3.9468
190,2016,Kazakhstan,40.5,43.7,43.7,KZT,290.0,0.002355,0.68295
191,2016,Kenya,17.2,10.8,21.8,KES,130.0,0.009055,1.1771500000000001
192,2016,Kuwait,15.0,2.4,3.6,KWD,0.75,3.319902,2.4899265
193,2016,Kyrgyzstan,3.0,3.5,3.5,KGS,55.0,0.011799,0.648945
194,2016,Lao People's Democratic Republic,41.5,50.3,39.9,LAK,7000.0,0.000101,0.707
195,2016,Lebanon,26.5,34.0,42.6,LBP,3250.0,0.000659,2.14175
196,2016,Liberia,13.8,14.1,2.0,LRD,60.0,0.00585,0.35100000000000003
197,2016,Madagascar,15.1,21.0,30.0,MGA,4000.0,0.000252,1.008
198,2016,Mauritius,3.3,3.8,49.1,MUR,130.0,0.023443,3.04759
199,2016,Mexico,20.7,22.5,22.5,MXN,47.39,0.049186,2.3309245400000003
200,2016,Mongolia,37.8,46.3,50.2,MNT,1700.0,0.000352,0.5983999999999999
201,2016,Morocco,12.1,14.4,15.5,MAD,20.5,0.110998,2.275459
202,2016,Mozambique,11.8,28.0,24.9,MZN,35.0,0.015681,0.548835
203,2016,Myanmar,2.7,38.4,46.8,MMK,850.0,0.000535,0.45475
204,2016,Namibia,22.9,33.7,28.2,NAD,44.0,0.066971,2.946724
205,2016,Nepal,30.2,34.3,34.3,NPR,180.0,0.008448,1.5206400000000002
206,2016,Nigeria,3.8,4.3,5.0,NGN,220.0,0.002436,0.53592
207,2016,Norway,16.1,20.2,14.1,NOK,108.6,0.115529,12.5464494
208,2016,Oman,11.4,15.0,18.5,OMR,1.0,2.593841,2.593841
209,2016,Pakistan,2.5,3.4,35.8,PKR,67.0,0.005879,0.393893
210,2016,Panama,5.5,2.3,3.0,PAB,4.25,0.999784,4.249082
211,2016,Paraguay,18.9,22.6,22.6,PYG,2000.0,0.000146,0.292
212,2016,Peru,16.4,17.9,17.9,PEN,10.5,0.24239,2.545095
213,2016,Philippines,39.0,42.7,42.7,PHP,40.5,0.019612,0.794286
214,2016,Poland,25.4,27.4,27.4,PLN,14.7,0.252176,3.7069872
215,2016,Qatar,10.2,11.9,14.1,QAR,10.0,0.276283,2.76283
216,2016,Republic of Korea,38.1,40.5,40.5,KRW,4500.0,0.000842,3.7889999999999997
217,2016,Republic of Moldova,40.1,44.3,44.3,MDL,20.0,0.056758,1.13516
218,2016,Romania,24.1,26.8,26.8,RON,16.0,0.236175,3.7788
219,2016,Russian Federation,28.3,28.7,28.7,RUB,105.0,0.013731,1.4417550000000001
220,2016,Rwanda,13.5,19.5,20.4,RWF,650.0,0.000992,0.6448
221,2016,Samoa,24.1,29.9,29.9,WST,11.5,0.390717,4.4932455
222,2016,Saudi Arabia,18.4,12.7,2.2,SAR,12.0,0.266681,3.2001720000000002
223,2016,Serbia,36.5,41.2,41.2,RSD,220.0,0.009941,2.18702
224,2016,Seychelles,31.4,35.9,36.0,SCR,105.0,0.075113,7.886865
225,2016,Sierra Leone,30.4,32.6,32.6,SLL,3500.0,9.5e-05,0.3325
226,2016,Singapore,24.8,27.9,27.9,SGD,13.0,0.73699,9.58087
227,2014,Albania,44.3,51.7,51.7,All,200.0,0.00961,1.9220000000000002
228,2014,Algeria,11.4,14.9,19.4,DZD,150.0,0.00733,1.0995
229,2014,Andorra,28.0,34.1,34.1,EUR,3.5,1.168889,4.0911115
230,2014,Austria,30.1,32.5,32.5,EUR,4.9,1.168889,5.727556100000001
231,2014,Belgium,24.2,25.9,25.9,EUR,5.79,1.168889,6.767867310000001
232,2014,Cyprus,30.7,37.6,37.6,EUR,4.0,1.168889,4.675556
233,2014,Estonia,29.3,32.4,32.4,EUR,3.5,1.168889,4.0911115
234,2014,Finland,18.9,21.3,21.3,EUR,5.47,1.168889,6.39382283
235,2014,France,31.5,34.6,34.6,EUR,7.0,1.168889,8.182223
236,2014,Germany,27.1,29.1,29.1,EUR,5.47,1.168889,6.39382283
237,2014,Greece,37.4,41.2,41.2,EUR,4.0,1.168889,4.675556
238,2014,Ireland,23.0,25.9,25.9,EUR,9.6,1.168889,11.2213344
239,2014,Italy,23.3,24.0,24.0,EUR,5.0,1.168889,5.844445
240,2014,Latvia,33.3,37.5,37.5,EUR,3.0,1.168889,3.506667
241,2014,Luxembourg,21.1,23.3,23.3,EUR,5.0,1.168889,5.844445
242,2014,Malta,23.8,26.8,26.8,EUR,4.8,1.168889,5.6106672
243,2014,Netherlands,21.5,25.1,25.1,EUR,6.32,1.168889,7.387378480000001
244,2014,Portugal,24.2,27.1,27.1,EUR,4.5,1.168889,5.2600005
245,2014,Slovakia,26.9,32.1,32.1,EUR,2.84,1.168889,3.31964476
246,2014,Slovenia,21.5,23.3,23.3,EUR,3.45,1.168889,4.032667050000001
247,2014,Spain,27.8,29.6,29.6,EUR,4.8,1.168889,5.6106672
248,2014,Argentina,21.9,24.2,25.6,ARS,14.5,0.010153,0.1472185
249,2014,Armenia,26.6,28.3,28.3,AMD,600.0,0.002035,1.2209999999999999
250,2014,Australia,12.9,15.8,18.2,AUD,17.05,0.724257,12.34858185
251,2014,Kiribati,44.2,55.2,55.2,AUD,4.8,0.724257,3.4764336
252,2014,Tuvalu,32.2,39.4,51.4,AUD,2.5,0.724257,1.8106425000000002
253,2014,Azerbaijan,16.8,21.1,21.1,AZN,1.4,0.588322,0.8236508
254,2014,Bangladesh,19.1,22.6,41.1,BDT,30.0,0.011682,0.35046
255,2014,Barbados,10.3,2.2,2.4,BBD,13.85,0.500221,6.9280608500000005
256,2014,Benin,4.5,12.4,2.5,XOF,500.0,0.001782,0.891
257,2014,Burkina Faso,10.4,2.5,26.5,XOF,500.0,0.001782,0.891
258,2014,Côte d’Ivoire,10.9,13.4,2.1,XOF,700.0,0.001782,1.2474
259,2014,Mali,18.0,12.1,12.1,XOF,700.0,0.001782,1.2474
260,2014,Niger,11.9,13.8,15.7,XOF,500.0,0.001782,0.891
261,2014,Senegal,13.6,15.8,10.0,XOF,500.0,0.001782,0.891
262,2014,Togo,10.9,14.4,2.1,XOF,400.0,0.001782,0.7128
263,2014,Bosnia and Herzegovina,32.3,39.7,39.7,BAM,3.7,0.597667,2.2113679
264,2014,Botswana,25.7,32.8,24.9,BWP,27.33,0.088446,2.4172291799999996
265,2014,Brazil,17.2,15.2,19.2,BRL,5.75,0.184339,1.05994925
266,2014,Burundi,15.5,18.4,20.5,BIF,1600.0,0.000503,0.8048
267,2014,Cambodia,2.5,2.7,43.4,KHR,1800.0,0.000244,0.4392
268,2014,Cameroon,14.9,14.9,17.5,XAF,500.0,0.001782,0.891
269,2014,Chad,12.4,18.0,2.9,XAF,700.0,0.001782,1.2474
270,2014,Congo,10.6,11.4,2.3,XAF,600.0,0.001782,1.0692
271,2014,Canada,14.8,15.4,20.7,CAD,9.25,0.78862,7.294735
272,2014,Chile,35.7,46.2,46.2,CLP,1701.0,0.001248,2.122848
